#,"Score, 🔽",Object,Type,Field,Package,Full API Name,Using,Referenced in,Ref. in Layout?,Ref. in Apex Class?,Ref. in Flow?,Referenced in Inactive Flow?,Dependencies,Created date,Modified date,Description
,,,,,,,,,,,,,,,,
448,1,Opportunity,Standard,R2R_Completed_Date,,R2R_Completed_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7006 TPT Checklist Referred to in Automation ...
449,1,Opportunity,Standard,R2R_Completed,,R2R_Completed,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7006 TPT Checklist Referred to in Automation ...
450,1,Opportunity,Standard,Reference_Order_Cancel,,Reference_Order_Cancel,,25,1 Layout,1 Apex Class,17 Flows,17 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,Starts the order cancellation process
451,1,Opportunity,Standard,Reference_Order_Success_Datetime,,Reference_Order_Success_Datetime,,28,,8 Apex Classes,16 Flows,16 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-3153
452,1,Opportunity,Standard,References_Completed,,References_Completed,,19,1 Layout,,18 Flows,18 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,Used to calculate Opportunity Sub Stage CI-6354
453,1,Opportunity,Standard,References_In_Progress,,References_In_Progress,,19,1 Layout,,18 Flows,18 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,Used to calculate Opportunity Sub Stage CI-6354
454,1,Opportunity,Standard,References_Required,,References_Required,,19,1 Layout,,18 Flows,18 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,Used to calculate Opportunity Sub Stage CI-6354
455,1,Opportunity,Standard,Referencing_Exempt_Date,,Referencing_Exempt_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7002 TPT Checklist Referred to in Automation ...
456,1,Opportunity,Standard,Referencing_Exempt,,Referencing_Exempt,,9,,1 Apex Class,8 Flows,8 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7002 TPT Checklist Referr to in Automation po...
457,1,Opportunity,Standard,Register_Security_Deposit,,Register_Security_Deposit,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7030 TPT Checklist Referred to in Automation ...
458,1,Opportunity,Standard,Renewed_From,,Renewed_From,,9,1 Layout,2 Apex Classes,6 Flows,6 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,The opportunity this opportunity is a renewal of.
459,1,Opportunity,Standard,Security_Deposit_Registered_Date,,Security_Deposit_Registered_Date,,7,1 Layout,,6 Flows,6 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-6664 Security Deposit Registered Date to be ma...
460,1,Opportunity,Standard,Security_Deposit,,Security_Deposit,9,17,1 Layout,1 Apex Class,6 Flows,6 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-12-14T12:15:59.000+0000,CI-4580 CI-5721 When Primary Offer (lookup) is po...
461,1,Opportunity,Standard,Send_Settling_in_Email_Date,,Send_Settling_in_Email_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7034 TPT Checklist Referred to in Automation ...
462,1,Opportunity,Standard,Send_Settling_in_Email,,Send_Settling_in_Email,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7034 TPT Checklist Referred to in Automation ...
463,1,Opportunity,Standard,Set_Up_Tenancy_on_MRI_Date,,Set_Up_Tenancy_on_MRI_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7029 TPT Checklist Referred to in Automation ...
464,1,Opportunity,Standard,Set_Up_Tenancy_on_MRI,,Set_Up_Tenancy_on_MRI,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7029 TPT Checklist Referred to in Automation ...
465,1,Opportunity,Standard,Sign_Tenancy_Agreement_Date,,Sign_Tenancy_Agreement_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7026 TPT Checklist Referred to in Automation ...
466,1,Opportunity,Standard,Sign_Tenancy_Agreement,,Sign_Tenancy_Agreement,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7026 TPT Checklist Referred to in Automation ...
467,1,Opportunity,Standard,Signing_Chasing_Date,,Signing_Chasing_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7027 TPT Checklist Referred to in Automation ...
468,1,Opportunity,Standard,Signing_Chasing,,Signing_Chasing,,Not used!,,,,,No dependency,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7027 TPT Checklist Referred to in Automation ...
469,1,Opportunity,Standard,Sub_Stage,,Sub_Stage,,29,2 Layouts,,26 Flows,26 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:44:09.000+0000,CI-6379 CI-6380 CI-6381 CI-6382 CI-6435 CI-6479 CI...
470,1,Opportunity,Standard,Successful_Agent,,Successful_Agent,,13,3 Layouts,,7 Flows,7 Flows,Dependencies,2020-07-20T15:43:43.000+0000,2022-05-20T15:06:23.000+0000,CI-6666 For identifying whether the Opportunity h...
471,1,Opportunity,Standard,Tenancy_Audit_Date,,Tenancy_Audit_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-7035 TPT Checklist Referred to in Automation ...
472,1,Opportunity,Standard,Tenancy_Audit,,Tenancy_Audit,,Not used!,,,,,No dependency,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-7035 TPT Checklist Referred to in Automation ...
473,1,Opportunity,Standard,Tenancy_End_Date,,Tenancy_End_Date,,64,2 Layouts,3 Apex Classes,50 Flows,50 Flows,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-6966 Declarative Lookup Rollup Summary Pulls t...
474,1,Opportunity,Standard,Tenancy_Type,,Tenancy_Type,,94,2 Layouts,7 Apex Classes,72 Flows,70 Flows,Dependencies,2020-07-20T15:43:44.000+0000,2021-02-09T15:34:47.000+0000,CI-5465/ CI-5696
475,1,Opportunity,Standard,Term_Hidden,,Term_Hidden,,35,1 Layout,1 Apex Class,28 Flows,28 Flows,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-6148 Initial Statement of Monies Value stamped...
476,1,Opportunity,Standard,Term_Number_System_field,,Term_Number_System_field,4,19,,,19 Flows,19 Flows,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:44:09.000+0000,CI-6148
477,1,Opportunity,Standard,The_Golden_Nugget,,The_Golden_Nugget,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,You should set a description!
478,1,Opportunity,Standard,Total_Due,,Total_Due,3,15,1 Layout,1 Apex Class,9 Flows,9 Flows,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:44:09.000+0000,CI-6148 Initial Statement of Monies
479,1,Opportunity,Standard,Total_Guarantors,,Total_Guarantors,,12,1 Layout,,9 Flows,9 Flows,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,"CI-8124 For validation rule, allowing only up to ..."
480,1,Opportunity,Standard,Unit_Manager_Email,,Unit_Manager_Email,,12,1 Layout,,11 Flows,11 Flows,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-6820 Primary Offer's Unit's Role's Email
481,1,Opportunity,Standard,Unit_Roles_Exist,,Unit_Roles_Exist,,19,1 Layout,,18 Flows,18 Flows,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-5720 To indicate for Opportunity Process Build...
482,1,Opportunity,Standard,Update_Guest_card_in_MRI_Date,,Update_Guest_card_in_MRI_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-7011 TPT Checklist Referred to in Automation ...
483,1,Opportunity,Standard,Update_Guest_card_in_MRI,,Update_Guest_card_in_MRI,,Not used!,,,,,No dependency,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-7011 TPT Checklist Referred to in Automation ...
484,1,Opportunity,Standard,Welcome_Email_Sent_Date,,Welcome_Email_Sent_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-7032 TPT Checklist Referred to in Automation ...
485,1,Opportunity,Standard,Welcome_Email_Sent,,Welcome_Email_Sent,,Not used!,,,,,No dependency,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-7032 TPT Checklist Referred to in Automation ...
486,1,Opportunity,Standard,Welcome_Email_on_Docushare_Date,,Welcome_Email_on_Docushare_Date,,Not used!,,,,,No dependency,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-7033 TPT Checklist Referred to in Automation ...
487,1,Opportunity,Standard,Welcome_Email_on_Docushare,,Welcome_Email_on_Docushare,,Not used!,,,,,No dependency,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-7033 TPT Checklist Referred to in Automation ...
488,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Active_Household_First_Names,,Active_Household_First_Names,2,Not used!,,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:44:10.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
489,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Active,,Active,,65,1 Layout,9 Apex Classes,44 Flows,44 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-5361
490,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Agreed_Terms,,Agreed_Terms,4,Not used!,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:10.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
491,1,"Opportunity Contact Role,OpportunityContactRole",Standard,All_OCR_References_Completed,,All_OCR_References_Completed,,10,1 Layout,,9 Flows,9 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-5715 CI-5969 CI-5970 Captures whether all Oppo...
492,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Authorisation_rollup,,Authorisation_rollup,,6,1 Layout,,5 Flows,5 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-6599 Stamped via Contact PB for DD Final Remind...
493,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Building_Name,,Building_Name,2,Not used!,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:10.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
494,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Company_Name,,Company_Name,,3,1 Layout,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,You should set a description!
495,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Contact_Full_Name,,Contact_Full_Name,,7,1 Layout,,6 Flows,4 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-5313 Referred to via Declarative Lookup Roll-u...
496,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Date_R2R_Checked,,Date_R2R_Checked,,5,2 Layouts,,1 Flow,1 Flow,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-7039 Manually populated Applicable for all Lea...
497,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Direct_Debit_Amount,,Direct_Debit_Amount,,15,1 Layout,4 Apex Classes,10 Flows,10 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,JIRA ID: CI5037 Captures the amount of Direct Deb...
498,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Email_last_updated,,Email_last_updated,,13,1 Layout,,12 Flows,11 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,For capturing when the Email address of the OCR wa...
499,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Exempt_Referencing,,Exempt_Referencing,,28,1 Layout,1 Apex Class,22 Flows,22 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,"If checked, OCR will not be included in referencin..."
500,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Fire_Email,,Fire_Email,,17,1 Layout,,16 Flows,16 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2021-03-14T15:00:44.000+0000,Email Template automation - Please remove from pag...
501,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Follow_Up_Required,,Follow_Up_Required,,8,1 Layout,,7 Flows,7 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2021-03-14T15:00:44.000+0000,Email Template automation - Please remove from pag...
502,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Has_Existing_OCR,,Has_Existing_OCR,,10,1 Layout,,8 Flows,7 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-5037 Updated via Autolaunched Flow to identify...
503,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Lead_Tenant_First_Name,,Lead_Tenant_First_Name,2,Not used!,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:10.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
504,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Live_Work_Agreement,,Live_Work_Agreement,,26,1 Layout,,25 Flows,25 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-7486 Referred to in Process Builders: - Opps P...
505,1,"Opportunity Contact Role,OpportunityContactRole",Standard,MIM_Requested_Date_Chase_48_Hours,,MIM_Requested_Date_Chase_48_Hours,,17,1 Layout,,16 Flows,16 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-6287 For Time-based workflow criteria for the ...
506,1,"Opportunity Contact Role,OpportunityContactRole",Standard,MIM_Requested_Date_Chase_72_Hours,,MIM_Requested_Date_Chase_72_Hours,,17,1 Layout,,16 Flows,16 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-6288 For Time-based workflow criteria for the ...
507,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Monthly_Rent,,Monthly_Rent,2,Not used!,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:10.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
508,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Move_In_Monies_Date_Time,,Move_In_Monies_Date_Time,,10,1 Layout,,9 Flows,9 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,Stamped by Opps Process Builder as part of the DD ...
509,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Move_In_Monies_Requested_Date,,Move_In_Monies_Requested_Date,,10,1 Layout,,9 Flows,9 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,For email template: CI-5662 - Email template - It'...
510,1,"Opportunity Contact Role,OpportunityContactRole",Standard,NHA_Lead_Tenant,,NHA_Lead_Tenant,2,1,1 Layout,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:10.000+0000,You should set a description!
511,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Offer_Link,,Offer_Link,3,9,1 Layout,,7 Flows,7 Flows,Dependencies,2020-07-20T15:43:45.000+0000,2024-02-22T10:20:43.000+0000,CI-5079/ CI-5534 - Offer Link to be pulled onto re...
512,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Parking_Garage_Licence,,Parking_Garage_Licence,,2,,,2 Flows,1 Flow,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:11.000+0000,CI-6124 CI-5639
513,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Payment_Periodicity,,Payment_Periodicity,2,Not used!,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:11.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
514,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Permitted_Occupiers,,Permitted_Occupiers,2,Not used!,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:11.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
515,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Primary_Offer_Break_Clause,,Primary_Offer_Break_Clause,2,Not used!,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:11.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
516,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Primary_Offer_Wish_List,,Primary_Offer_Wish_List,4,Not used!,,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:11.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
517,1,"Opportunity Contact Role,OpportunityContactRole",Standard,R2R_Checked_By,,R2R_Checked_By,,3,2 Layouts,,1 Flow,1 Flow,Dependencies,2020-07-20T15:43:46.000+0000,2020-10-05T15:13:55.000+0000,CI-7043 CI-9228 TPT Checklist For manually captu...
518,1,"Opportunity Contact Role,OpportunityContactRole",Standard,R2R_Expiry_Date,,R2R_Expiry_Date,,10,2 Layouts,2 Apex Classes,4 Flows,4 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-7040 CI-7245 TPT Checklist When R2R Status = ...
519,1,"Opportunity Contact Role,OpportunityContactRole",Standard,R2R_Status,,R2R_Status,,9,2 Layouts,2 Apex Classes,4 Flows,4 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-10-05T15:13:55.000+0000,CI-7042 CI-7040 CI-9228 TPT Checklist For review...
520,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Reference_Check_Status,,Reference_Check_Status,,11,1 Layout,4 Apex Classes,6 Flows,6 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2024-03-14T11:56:39.000+0000,JIRA ID: CI-5037/ CI-6113 To capture the reference...
521,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Reference_Order_Success_Datetime,,Reference_Order_Success_Datetime,,16,,7 Apex Classes,7 Flows,7 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-3153
522,1,"Opportunity Contact Role,OpportunityContactRole",Standard,References_Requested_Date_Chase_48_Hours,,References_Requested_Date_Chase_48_Hours,,17,1 Layout,,16 Flows,16 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-5969 For Time-based workflow criteria for the R...
523,1,"Opportunity Contact Role,OpportunityContactRole",Standard,References_Requested_Date_Chase_72_Hours,,References_Requested_Date_Chase_72_Hours,,17,1 Layout,,16 Flows,16 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-5970 For Time-based workflow criteria for the R...
524,1,"Opportunity Contact Role,OpportunityContactRole",Standard,References_Requested_Date,,References_Requested_Date,,10,1 Layout,,9 Flows,9 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,For email template: CI-5970 - Email template - Ref...
525,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Relationship,,Relationship,,8,1 Layout,,6 Flows,4 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:11.000+0000,CI-5372
526,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Shed_Licence,,Shed_Licence,,2,,,2 Flows,1 Flow,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:11.000+0000,CI-6124 CI-5639
527,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Signature_Requested_Date_Chase_48_Hours,,Signature_Requested_Date_Chase_48_Hours,,25,1 Layout,,24 Flows,24 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-6284 For Time-based workflow criteria for the ...
528,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Signature_Requested_Date_Chase_72_Hours,,Signature_Requested_Date_Chase_72_Hours,,25,1 Layout,,24 Flows,24 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-6285 For Time-based workflow criteria for the ...
529,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Signature_Requested_Date,,Signature_Requested_Date,,18,1 Layout,,17 Flows,17 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,For email template: CI-6282 - Email template - Ple...
530,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Tenancy_End_Date,,Tenancy_End_Date,,7,1 Layout,,6 Flows,6 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-7138 Merge field from Tenancy record
531,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Tenancy_Start_Date,,Tenancy_Start_Date,2,Not used!,,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:12.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
532,1,"Opportunity Contact Role,OpportunityContactRole",Standard,Tenancy,,Tenancy,,16,2 Layouts,4 Apex Classes,9 Flows,7 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2021-02-09T15:34:47.000+0000,CI-5037 Link to Tenancy (Contract)
533,1,"Product,Product2",Standard,Unit,,Unit,,21,5 Layouts,11 Apex Classes,4 Flows,4 Flows,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,JIRA ID CI-4859 Part of the Property Catalogue est...
