Reference,Unit__c,Description,StartDate,EndDate,Term_Years,Term_Months,Term_Days,Status,Tenure,Type
114852002,a1G4J0000025wOEUAY,"23, Ravenscroft Road, Chiswick, London",1934-09-29,2933-09-28,999,0,0,Tenanted,Grnd Rent,Flat PB
114853001,a1G4J0000025vzvUAA,"25, Ravenscroft Road, Chiswick, London",1934-09-29,2933-09-28,999,0,0,Tenanted,Grnd Rent,Flat PB
114853002,a1G4J0000025wLqUAI,"27, Ravenscroft Road, Chiswick, London",1934-09-29,2933-09-28,999,0,0,Tenanted,Grnd Rent,Flat PB
114855001,a1G4J0000025w0JUAQ,"37, Fairlawn Grove, Chiswick, London",1934-09-29,2933-09-28,999,0,0,Tenanted,Grnd Rent,Flat PB
114855002,a1G4J0000025w8DUAQ,"39, Fairlawn Grove, Chiswick, London",1934-09-29,2933-09-28,999,0,0,Tenanted,Grnd Rent,Flat PB
114856001,a1G4J0000025vsMUAQ,"2, Brendon Avenue, Neasden, London",2007-03-25,2132-03-24,125,0,0,Tenanted,Grnd Rent,Flat PB
114856002,a1G4J0000025wOOUAY,"2a, Brendon Avenue, P'corn, Neasden, London",1963-12-25,2962-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114857001,a1G4J00000262UJUAY,"5, Brendon Avenue, Neasden, London",2000-03-25,2189-03-24,189,0,0,Tenanted,Nil GR,Flat PB
114857002,a1G4J0000025wIgUAI,"5a, Brendon Avenue, P'corn, Neasden, London",1963-12-25,2962-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114858001,a1G4J0000025wOJUAY,"6, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114858002,a1G4J0000025v0dUAA,"6a, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114859001,a1G4J0000025wPWUAY,"7, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114859002,a1G4J0000025wFmUAI,"7a, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114860001,a1G4J0000025vXaUAI,"8, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114860002,a1G4J0000025wPHUAY,"8a, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114861001,a1G4J0000025wNbUAI,"9, Brendon Avenue, Neasden, London",1960-12-25,2059-12-24,99,0,0,Tenanted,Grnd Rent,Flat PB
114861002,a1G4J0000025wOKUAY,"9a, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114862001,a1G4J0000025wPgUAI,"10, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114862002,a1G4J0000025wMOUAY,"10a, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114863001,a1G4J0000025vkwUAA,"12, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114863002,a1G4J0000025wKmUAI,"12a, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114864001,a1G4J0000025wNCUAY,"13, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114864002,a1G4J0000025w9MUAQ,"13a, Brendon Avenue, P'Corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114865001,a1G4J0000025w7PUAQ,"14, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114865002,a1G4J0000025w1EUAQ,"14a, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114867001,a1G4J0000025wMYUAY,"18, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114867002,a1G4J0000025wOiUAI,"18a, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114868001,a1G4J0000025wMoUAI,"20, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114868002,a1G4J0000025wPbUAI,"20a, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114869001,a1G4J0000025w6TUAQ,"22, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114869002,a1G4J0000025w6DUAQ,"22a, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114870001,a1G4J0000025wNcUAI,"24, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114870002,a1G4J0000025uvUUAQ,"24a, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114871001,a1G4J0000025w2vUAA,"26, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114871002,a1G4J0000025wK9UAI,"26a, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114872001,a1G4J0000025wPMUAY,"28, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114872002,a1G4J0000025wA0UAI,"28a, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114873001,a1G4J0000025wOnUAI,"30, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114873002,a1G4J0000025wOsUAI,"30a, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114874001,a1G4J0000025wLfUAI,"32, Brendon Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114874002,a1G4J0000025uvbUAA,"32a, Brendon Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114875001,a1G4J0000025wPRUAY,"2, Braemar Avenue, Neasden, London",2005-09-29,2174-09-28,169,0,0,Tenanted,Grnd Rent,Flat PB
114875002,a1G4J0000025vgAUAQ,"2a, Braemar Avenue, Neasden, London",1984-09-29,2083-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114876001,a1G4J0000025wMnUAI,"6, Braemar Avenue, Neasden, London",1997-09-29,2096-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114876002,a1G4J0000025w1qUAA,"6a Braemar Avenue, P'corn, Neasden, London",1950-12-24,2949-12-23,999,0,0,Tenanted,Grnd Rent,Flat PB
114877001,a1G4J0000025w2uUAA,"8, Braemar Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114877002,a1G4J0000025wNEUAY,"8a, Braemar Avenue, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114878001,a1G4J0000025wLLUAY,"21a, Braemar Avenue, Neasden, London",1996-09-29,2095-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114878002,a1G4J0000025wGuUAI,"21, Braemar Avenue, Neasden, London",2017-08-09,2142-08-08,125,0,0,Tenanted,Grnd Rent,Flat PB
114879001,a1G4J00000262UYUAY,"46, Braemar Avenue, Neasden, London",1960-12-25,2149-12-24,189,0,0,Tenanted,Nil GR,Flat PB
114879002,a1G4J00000262UdUAI,"46a, Braemar Avenue, Neasden, London",1989-09-29,2178-09-28,189,0,0,Tenanted,Nil GR,Flat PB
114880001,a1G4J0000025wP2UAI,"66, Braemar Avenue, Neasden, London",2001-09-29,2190-09-28,189,0,0,Tenanted,Grnd Rent,Flat PB
114880002,a1G4J0000025wP7UAI,"66a, Braemar Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114881001,a1G4J0000025wNDUAY,"71, Braemar Avenue, P'corn, Neasden, London",1943-09-29,2942-09-28,999,0,0,Tenanted,Grnd Rent,Flat PB
114882001,a1G4J0000025wEtUAI,"72, Braemar Avenue, Neasden, London",1943-09-29,2042-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114882002,a1G4J0000025wCRUAY,"72a, Braemar Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114883001,a1G4J00000262UiUAI,"74, Braemar Avenue, Neasden, London",1986-09-29,2175-09-28,189,0,0,Tenanted,Nil GR,Flat PB
114883002,a1G4J00000262UnUAI,"74a, Braemar Avenue, Neasden, London",1943-09-26,2132-09-25,189,0,0,Tenanted,Nil GR,Flat PB
114884001,a1G4J0000025wD2UAI,"122, Braemar Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114884002,a1G4J0000025wPCUAY,"122a, Braemar Avenue P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114885001,a1G4J0000025wERUAY,"136, Braemar Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114885002,a1G4J0000025wEQUAY,"136a, Braemar Avenue, P'Corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114886001,a1G4J0000025wJ0UAI,"168, Braemar Avenue, Neasden, London",1989-09-29,2178-09-28,189,0,0,Tenanted,Grnd Rent,Flat PB
114886002,a1G4J0000025wOxUAI,"168a, Braemar Avenue, Neasden, London",2009-09-29,2134-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
114887001,a1G4J0000025w9DUAQ,"170, Braemar Avenue, P'corn, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114887002,a1G4J0000025wEuUAI,"170a, Braemar Avenue, Neasden, London",1991-09-29,2090-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114889001,a1G4J0000025wLCUAY,"84, Chambers Lane, Willesden, London",1989-09-29,2088-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114889002,a1G4J0000025wOpUAI,"85, Chambers Lane, P'Corn, Willesden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114890001,a1G4J0000025wPvUAI,"90, Chambers Lane, Willesden, London",1935-06-24,2934-06-23,999,0,0,Tenanted,Grnd Rent,Flat PB
114890002,a1G4J0000025wP8UAI,"91, Chambers Lane, Willesden, London",1935-06-24,2934-06-23,999,0,0,Tenanted,Grnd Rent,Flat PB
114891001,a1G4J0000025w9HUAQ,"96, Chambers Lane, Willesden, London",2005-09-29,2174-09-28,169,0,0,Tenanted,Grnd Rent,Flat PB
114891002,a1G4J00000262UsUAI,"97, Chambers Lane, Willesden, London",1937-12-25,2126-12-14,188,11,20,Tenanted,Nil GR,Flat PB
114892001,a1G4J00000262UOUAY,"103, Chambers Lane, P'Corn, Willesden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Nil GR,Flat PB
114892002,a1G4J00000262UTUAY,"102, Chambers Lane, P/corn, Willesden, London",1960-06-25,2959-06-24,999,0,0,Tenanted,Nil GR,Flat PB
114893001,a1G4J0000025wLQUAY,"104, Chambers Lane, P'corn, Willesden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114894001,a1G4J0000025wAyUAI,"119, Chambers Lane, P'Corn, Willesden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114895001,a1G4J0000025wQoUAI,"120, Chambers Lane, P'Corn, Willesden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114895002,a1G4J0000025wM6UAI,"121, Chambers Lane, P'corn, Willesden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114896001,a1G4J0000025wQ5UAI,"414, North Circular Road, Neasden, London",1980-12-25,2079-12-24,99,0,0,Tenanted,Grnd Rent,Flat PB
114896002,a1G4J0000025w9IUAQ,"414a, North Circular Road, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114897001,a1G4J0000025wOoUAI,"416, North Circular Road, Neasden, London",2007-09-29,2106-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114897002,a1G4J0000025wPlUAI,"416a, North Circular Road, Neasden, London",2043-11-05,2168-11-04,125,0,0,Tenanted,Grnd Rent,Flat PB
114898001,a1G4J0000025wQFUAY,"418, North Circular Road, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114898002,a1G4J0000025wQAUAY,"418a, North Circular Road, Neasden, London",1992-12-25,2181-12-24,189,0,0,Tenanted,Nil GR,Flat PB
114899001,a1G4J0000025wQ0UAI,"424, North Circular Road, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114899002,a1G4J0000025wLbUAI,"424a, North Circular Road, Neasden, London",1950-12-25,2049-12-24,99,0,0,Tenanted,Grnd Rent,Flat PB
114901001,a1G4J0000025wQPUAY,"430, North Circular Road, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114901002,a1G4J0000025wLHUAY,"430a, North Circular Road, Neasden, London",1950-12-25,2949-12-24,999,0,0,Tenanted,Grnd Rent,Flat PB
114904001,a1G4J00000262V2UAI,"1, Northview Crescent, London, London",1999-09-29,2188-09-28,189,0,0,Tenanted,Nil GR,Flat PB
114907001,a1G4J0000025wGqUAI,"4, Northview Crescent, Neasden, London",2005-09-29,2176-09-28,171,0,0,Tenanted,Grnd Rent,Flat PB
114907002,a1G4J0000025wJ1UAI,"4a, Northview Crescent, Neasden, London",2009-09-29,2108-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114910001,a1G4J00000262V7UAI,"8, Northview Crescent, Neasden, London",1997-09-29,2186-09-28,189,0,0,Tenanted,Nil GR,Flat PB
114912001,a1G4J0000025wM5UAI,"12a, Northview Crescent, Neasden, London",1995-09-29,2184-09-28,189,0,0,Tenanted,Grnd Rent,Flat PB
114914001,a1G4J0000025w6aUAA,"14, Northview Crescent, Neasden, London",1989-09-29,2088-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114914002,a1G4J0000025wQUUAY,"14a, Northview Crescent, Neasden, London",1992-09-29,2181-09-28,189,0,0,Tenanted,Grnd Rent,Flat PB
114915001,a1G4J00000262UxUAI,"15a, Northview Crescent, Neasden, London",1996-09-29,2185-09-28,189,0,0,Tenanted,Nil GR,Flat PB
114917001,a1G4J0000025w9NUAQ,"17, Northview Crescent, Neasden, London",2006-09-29,2131-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
114919001,a1G4J0000025ttbUAA,"19, Northview Crescent, Neasden, London",1996-09-29,2095-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114920001,a1G4J0000025w82UAA,"21, Northview Crescent, Neasden, London",1987-09-29,2086-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114920002,a1G4J0000025wOfUAI,"21a, Northview Crescent, Neasden, London",1989-09-29,2178-09-28,189,0,0,Tenanted,Grnd Rent,Flat PB
114921001,a1G4J0000025wOeUAI,"25, Northview Crescent, Neasden, London",1993-09-29,2092-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114921002,a1G4J0000025wQKUAY,"25a, Northview Crescent, Neasden, London",1987-09-29,2086-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114922001,a1G4J0000025wHsUAI,"27, Northview Crescent, Neasden, London",1990-09-29,2089-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114922002,a1G4J0000025wQZUAY,"27a, Northview Crescent, Neasden, London",1989-09-29,2088-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114938001,a1G4J0000025wQeUAI,"205, Drayton Bridge Road, Ealing, London",,,0,0,0,Tenanted,Regulated,Flat PB
114940001,a1G4J0000025wRNUAY,"1A, Oak Tree Dell, Kingsbury, London",1992-12-25,2117-12-24,125,0,0,Tenanted,Grnd Rent,Flat PB
114940002,a1G4J0000025wQLUAY,"1, Oak Tree Dell, Kingsbury, London",1992-12-25,2117-12-24,125,0,0,Tenanted,Grnd Rent,Flat PB
114946001,a1G4J0000025wQjUAI,"109a, Kilburn Lane, London",1996-03-25,2095-03-24,99,0,0,Tenanted,Grnd Rent,Flat PB
114947001,a1G4J0000025wR8UAI,"140, Tanfield Avenue, Neasden, London",1992-09-29,2091-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114947002,a1G4J0000025wRDUAY,"140a, Tanfield Avenue, Neasden, London",1998-09-29,2097-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114948001,a1G4J0000025w7fUAA,"20a, Kenilworth Road, London",1988-09-15,2087-09-14,99,0,0,Tenanted,Grnd Rent,Flat PB
114949001,a1G4J00000262VCUAY,"111a, Kilburn Lane, Kensal Rise, London",2001-09-29,2190-09-28,189,0,0,Tenanted,Nil GR,Flat PB
114951001,a1G4J0000025wLlUAI,"69, Putney Bridge Road, London",1983-06-24,2198-06-23,215,0,0,Tenanted,Grnd Rent,Flat PB
114951002,a1G4J0000025w89UAA,"69a, Putney Bridge Road, London",1983-05-24,2133-05-23,150,0,0,Tenanted,Grnd Rent,Flat PB
114953001,a1G4J0000025wLzUAI,"144a, Tanfield Avenue, Neasden, London",1980-09-17,2190-09-16,210,0,0,Tenanted,Nil GR,Flat PB
114955001,a1G4J0000025w9PUAQ,"5, Haydon Close, Kingsbury, London",,2132-09-28,0,0,0,Tenanted,Grnd Rent,Flat PB
114956001,a1G4J0000025vzwUAA,"8, Haydon Close, Kingsbury, London",2005-09-29,2130-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
114957001,a1G4J0000025wR3UAI,"10, Haydon Close, Kingsbury, London",2012-09-29,2132-09-28,120,0,0,Tenanted,Grnd Rent,Flat PB
114958001,a1G4J0000025wK3UAI,"11, Haydon Close, Kingsbury, London",2006-09-29,2131-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
114959001,a1G4J0000025wEeUAI,"4A, Haydon Close, Kingsbury, London",2008-09-29,2133-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
114960001,a1G4J0000025wQuUAI,"10A, Haydon Close, Kingsbury, London",2008-09-29,2133-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
114961001,a1G4J0000025v79UAA,"11A, Haydon Close, Kingsbury, London",2012-09-29,2132-09-28,120,0,0,Tenanted,Grnd Rent,Flat PB
114962001,a1G4J0000025wRSUAY,"12A, Haydon Close, Kingsbury, London",2009-09-29,2134-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
114976001,a1G4J0000025vIlUAI,"11b, Balmoral Road, U, London",1992-06-24,2117-06-23,125,0,0,Tenanted,Grnd Rent,Flat PB
114977001,a1G4J0000025wQtUAI,"61, Mirabel Road, Fulham, London",1990-01-01,2114-12-31,125,0,0,Tenanted,Grnd Rent,Flat PB
114978001,a1G4J0000025wIMUAY,"63, Mirabel Road, Fulham, London",1990-01-01,2114-12-31,125,0,0,Tenanted,Grnd Rent,Flat PB
114979001,a1G4J0000025w6EUAQ,"69, Mirabel Road, Fulham, London",1990-01-01,2114-12-31,125,0,0,Solic.Instrct,Grnd Rent,Flat PB
114979002,a1G4J0000025wRIUAY,"71, Mirabel Road, Fulham, London",1990-01-01,2114-12-31,125,0,0,Solic.Instrct,Grnd Rent,Flat PB
114980001,a1G4J00000262W5UAI,"66, Galveston Road, U, Putney, London",1979-09-29,2189-09-28,210,0,0,Tenanted,Nil GR,Flat PB
114981001,a1G4J00000262VbUAI,"56, Devonshire Road, U, London",1982-06-24,2171-06-23,189,0,0,Tenanted,Nil GR,Flat PB
114988001,a1G4J0000025wRXUAY,"49, Linden Gardens, Flat B, Chiswick, London",,,0,0,0,Tenanted,Regulated,Flat PB
114992001,a1G4J0000025wPNUAY,"43, Elthorne Park Road, Hanwell, London",,,0,0,0,Tenanted,Regulated,S/D House
114993001,a1G4J0000025wRcUAI,"33, Fitzroy Road, GFF, Regents Park, London",1984-09-29,2083-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114993002,a1G4J0000025vdgUAA,"33, Fitzroy Road, SF, Regents Park, London",2022-04-28,2177-04-27,155,0,0,Tenanted,Grnd Rent,Flat PB
114994001,a1G4J0000025wGrUAI,"39, Fitzroy Road, BF, Regents Park, London",1986-09-29,2175-09-28,189,0,0,Tenanted,Grnd Rent,Flat PB
114994002,a1G4J0000025wPhUAI,"39, Fitzroy Road, GF, Regents Park, London",1984-09-29,2083-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
114994003,a1G4J0000025wBDUAY,"39, Fitzroy Road, FF, Regents Park, London",1995-09-29,2184-09-28,189,0,0,Tenanted,Grnd Rent,Flat PB
114999001,a1G4J00000262QSUAY,"20, Princess Road, B, Regents Park, London",1978-08-17,2148-08-16,170,0,0,Tenanted,Grnd Rent,Flat PB
114999002,a1G4J00000262WKUAY,"20, Princess Road, GF, Regents Park, London,",1975-06-13,2059-06-12,84,0,0,Tenanted,Grnd Rent,Flat PB
114999003,a1G4J00000262WPUAY,"20, Princess Road, 1st/2nd F, Regents Park, L",1977-11-04,2059-11-03,82,0,0,Tenanted,Grnd Rent,Flat PB
115002001,a1G4J00000262VlUAI,"34, Princess Road, GF, Regents Park, London",1984-09-29,2083-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
115002002,a1G4J00000262VvUAI,"34, Princess Road, 1st/2nd FRegents Park, Lon",1984-09-29,2083-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
115006002,a1G4J0000025wINUAY,"20, Drayton Green, FFF, Ealing, London",2004-09-29,2129-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
115014001,a1G4J0000025wRhUAI,"31, Disbrowe Road, GF, Hammersmith, London",,,0,0,0,Tenanted,Regulated,Flat PB
115014003,a1G4J0000025wR4UAI,"35, Disbrowe Road, FFF, Hammersmith, London",,,0,0,0,Tenanted,Regulated,Flat PB
115020001,a1G4J0000025wSLUAY,"1, Sevington Street, GF, Maida Vale",,,0,0,0,Tenanted,Regulated,Flat PB
115024001,a1G4J0000025wRwUAI,"7, Midland Terrace, Cricklewood, London",,,0,0,0,Solic.Instrct,Vac-S,Mid Terrace
115034001,a1G4J0000025vlzUAA,"34A, Riffel Road, Cricklewood, London",2005-09-29,2130-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
115034002,a1G4J0000025wS6UAI,"34, Riffel Road, Cricklewood, London",2004-09-29,2174-09-28,170,0,0,Tenanted,Grnd Rent,Flat PB
115043001,a1G4J0000025wSCUAY,"97, Westbourne Terrace, Flat C, London",,,0,0,0,Tenanted,Regulated,Flat PB
115048001,a1G4J0000025wROUAY,"31, Needham Terrace, Cricklewood, London",,,0,0,0,Tenanted,Regulated,Mid Terrace
115049001,a1G4J0000025wSQUAY,"13, Warrington Crescent, 3rd F, Maida Vale",,,0,0,0,Tenanted,Assd.Per,Flat PB
115052001,a1G4J0000025w3NUAQ,"17, Dartmouth Road, Mapesbury Estate, London",,,0,0,0,Tenanted,Regulated,Flat PB
115057001,a1G4J0000025wSfUAI,"64c, Elgin Avenue, Maida Vale, London",,,0,0,0,Tenanted,Regulated,Flat PB
115072001,a1G4J00000262WUUAY,"1, York Villas - Peppercorn, Acton, London",1998-06-24,2997-06-23,999,0,0,Tenanted,Grnd Rent,Flat PB
115072002,a1G4J00000262WZUAY,"7, York Villas - Peppercorn, Acton, London",1998-06-24,2997-06-23,999,0,0,Tenanted,Grnd Rent,Flat PB
115072003,a1G4J00000262WjUAI,"3, York Villas, Acton, London",,,0,0,0,Tenanted,Regulated,Flat PB
115072004,a1G4J00000262WtUAI,"5, York Villas, Acton, London",2019-03-25,2144-03-24,125,0,0,Tenanted,Grnd Rent,Flat PB
115076001,a1G4J0000025wP9UAI,"14, Barons Court Mansions,  London",,,0,0,0,Tenanted,Regulated,Flat PB
115080002,a1G4J0000025wOAUAY,"19, Sinclair Road, 3FF, West Kensington",,,0,0,0,Tenanted,Regulated,Flat PB
115090001,a1G4J0000025wSkUAI,"5, Rona Road, Upper Maisonette, Hampstead, Lo",,,0,0,0,Tenanted,Regulated,Flat PB
115091001,a1G4J0000025wSuUAI,"94a, Roundwood Road, Willesden, London",1991-09-29,2116-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
115091002,a1G4J0000025wSzUAI,"94, GFF, Roundwood Road, Willesden, London",2013-09-29,2133-09-28,120,0,0,Tenanted,Grnd Rent,Flat PB
115099001,a1G4J00000262X3UAI,"107a, Devonport Road, Shepherds Bush, London",1988-04-29,2177-04-28,189,0,0,Tenanted,Nil GR,Flat PB
115099002,a1G4J0000025wRxUAI,"107, Devonport Road, Shepherds Bush, London",,,0,0,0,Tenanted,Regulated,Flat PB
115100001,a1G4J0000025wTnUAI,"24B, Dean Road, Willesden Green, London",,,0,0,0,Tenanted,Regulated,Flat PB
115103001,a1G4J0000025wSlUAI,"10a, Northview Crescent, Neasden, London",1998-09-29,2097-09-28,99,0,0,Tenanted,Grnd Rent,Flat PB
115103002,a1G4J0000025wTYUAY,"10, Northview Crescent, Neasden, London",,,0,0,0,Tenanted,Regulated,Flat PB
115104001,a1G4J0000025wTdUAI,"12, Northview Crescent, Neasden, London",2012-09-29,2132-09-28,120,0,0,Tenanted,Grnd Rent,Flat PB
115105001,a1G4J0000025wR9UAI,"15, Northview Crescent, Neasden, London",2012-09-29,2132-09-28,120,0,0,Tenanted,Grnd Rent,Flat PB
115106001,a1G4J0000025w97UAA,"1A, Northview Crescent, Neasden, London",2011-09-29,2131-09-28,120,0,0,Tenanted,Grnd Rent,Flat PB
115108001,a1G4J0000025w7nUAA,"8A, Northview Crescent, Neasden, London",2008-09-29,2133-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
115110001,a1G4J0000025wT9UAI,"17A, Northview Crescent, Neasden, London",2012-09-29,2132-09-28,120,0,0,Tenanted,Grnd Rent,Flat PB
115111001,a1G4J0000025wTJUAY,"19A, Northview Crescent, Neasden, London",2013-06-01,2133-05-31,120,0,0,Tenanted,Grnd Rent,Flat PB
115112001,a1G4J0000025wJVUAY,"1, Minster Road, London",,,0,0,0,Tenanted,Regulated,Flat PB
115113001,a1G4J0000025wHnUAI,"11, Balmoral Road, GF, London",2008-06-24,2133-06-23,125,0,0,Tenanted,Grnd Rent,Flat PB
115116001,a1G4J0000025vjwUAA,"30, Gifford Gardens, Hanwell, London",,,0,0,0,Tenanted,Assd.Per,Flat PB
115126001,a1G4J0000025wTTUAY,"174L, Rushgrove Avenue, Kingsbury, London",2004-09-29,2129-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
115140001,a1G4J0000025wGLUAY,"20, Kenilworth Road, Kilburn, London",2008-09-29,2133-09-28,125,0,0,Tenanted,Grnd Rent,Flat PB
115141001,a1G4J0000025wSMUAY,"109, Kilburn Lane, Kilburn, London",2019-01-07,2169-01-06,150,0,0,Tenanted,Grnd Rent,Flat PB
