"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"17","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","84","The instance field name 'discount_rent_type' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"18","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","92","The instance field name 'furnished_type' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"19","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","94","The instance field name 'size_sqft' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"20","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","95","The instance field name 'size_sqm' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"21","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","96","The instance field name 'unique_selling_points' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"22","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","97","The instance field name 'rental_type' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"23","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","98","The instance field name 'block_id' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"24","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","104","The instance field name 'media_type' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"25","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","105","The instance field name 'media_url' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"26","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","106","The instance field name 'sort_order' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"27","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","110","The static field name 'mapping_dictionaries' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"28","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","237","Missing ApexDoc comment","Documentation","ApexDoc"
"29","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","257","The method 'generateSendPropertyDetailRequestObject' has a Standard Cyclomatic Complexity of 13.","Design","StdCyclomaticComplexity"
"30","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","257","The method 'generateSendPropertyDetailRequestObject(GraingerWebsiteListingsHelper.ListingWrapper)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"31","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","257","The method generateSendPropertyDetailRequestObject() has an NCSS line count of 70","Design","NcssMethodCount"
"32","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","282","The local variable name 'p_type' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"33","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","295","The local variable name 'unique_selling_points_1' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"34","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","296","The local variable name 'unique_selling_points_2' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"35","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","297","The local variable name 'unique_selling_points_3' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"36","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","298","The local variable name 'unique_selling_points_4' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"37","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","326","The local variable name 'unit_features' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"38","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","327","The local variable name 'building_features' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"39","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","340","The local variable name 'discount_rent_type_val' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"40","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","352","Missing ApexDoc comment","Documentation","ApexDoc"
"41","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","373","The method 'retrieveValue' has a Standard Cyclomatic Complexity of 14.","Design","StdCyclomaticComplexity"
"42","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","373","The method 'retrieveValue(Map<String, GraingerWebsiteListingsHelper.MappingWrapper>, String, possibleDisplayTypes)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"43","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","443","The method 'generateMappedFieldsWithValues' has a Standard Cyclomatic Complexity of 12.","Design","StdCyclomaticComplexity"
"44","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","443","The method 'generateMappedFieldsWithValues(GraingerWebsiteListingsHelper.ListingWrapper)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"45","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","479","The method 'generateMediaLinks(GraingerWebsiteListingsHelper.ListingWrapper)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"46","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequest.cls","3","509","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequestTest.cls","3","34","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequestTest.cls","3","34","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequestTest.cls","3","51","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequestTest.cls","3","51","Missing ApexDoc @description","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingRequestTest.cls","3","62","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","12","The class 'GraingerWebsiteListingsHelper' has a total cyclomatic complexity of 44 (highest 9).","Design","CyclomaticComplexity"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","13","The static field name 'ACTIVE_LISTING_STATUS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","14","The static field name 'ARCHIVED_LISTING_STATUS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","26","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","41","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","52","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","57","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","61","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","90","Avoid long parameter lists","Design","ExcessiveParameterList"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","90","Missing ApexDoc comment","Documentation","ApexDoc"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","105","Avoid long parameter lists","Design","ExcessiveParameterList"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","105","Missing ApexDoc comment","Documentation","ApexDoc"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","182","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelper.cls","3","218","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelperTest.cls","3","19","The local variable name 'MediaLink' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelperTest.cls","3","28","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelperTest.cls","3","28","Missing ApexDoc @description","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelperTest.cls","3","47","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteListingsHelperTest.cls","3","47","Missing ApexDoc @description","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteMockCallouts.cls","3","14","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteMockCallouts.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteMockCallouts.cls","3","30","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteMockCallouts.cls","3","31","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteMockCallouts.cls","3","41","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\GraingerWebsiteMockCallouts.cls","3","42","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","27","Avoid long parameter lists","Design","ExcessiveParameterList"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","27","Missing ApexDoc @description","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","27","Missing ApexDoc @return","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","27","Missing or mismatched ApexDoc @param","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","68","Missing ApexDoc @description","Documentation","ApexDoc"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","68","Missing ApexDoc @return","Documentation","ApexDoc"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","68","Missing or mismatched ApexDoc @param","Documentation","ApexDoc"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","75","Missing ApexDoc @description","Documentation","ApexDoc"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\HttpHelper.cls","3","75","Missing ApexDoc @return","Documentation","ApexDoc"
