Unit Reference,Salesforce Unit id,Unit  description,Event,Action Date,Event Date,Status,Attention Of,Unit Tenure,Unit Type,Unit Status,Include/Exclude,Multiple Rent Review Diaries,Comment
317899001,a1G4J0000025z7pUAA,"76, Spencer Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317900001,a1G4J0000025zDAUAY,"77, Spencer Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317904001,a1G4J0000025z8sUAA,"84, Spencer Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317905001,a1G4J0000025z5aUAA,"85, Spencer Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,Mid Terrace,Tenanted,Include,No,
317919001,a1G4J0000025zCGUAY,"85, Foxhole Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,End Terrace,Tenanted,Include,No,
317931001,a1G4J0000025z0RUAQ,"13, Gibson Drive, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,End Terrace,Tenanted,Include,No,
317934001,a1G4J0000025zE8UAI,"18, Gibson Drive, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317935001,a1G4J0000025zCMUAY,"19, Gibson Drive, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,End Terrace,Tenanted,Include,No,
317944001,a1G4J0000025zDWUAY,"17, Gibson Gardens, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,End Terrace,Tenanted,Include,No,
317947001,a1G4J0000025yjrUAA,"1, Gibson Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,End Terrace,Tenanted,Include,No,
317951001,a1G4J0000025zHKUAY,"8, Gibson Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317958001,a1G4J0000025xttUAA,"16, Gibson Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,End Terrace,Tenanted,Include,No,
317961001,a1G4J0000025zJFUAY,"19, Gibson Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317965001,a1G4J0000025zOmUAI,"25, Gibson Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317977001,a1G4J0000025zNJUAY,"48, Gibson Road, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317987002,a1G4J0000025zNoUAI,"14, Hayes Court, Paignton, Devon",Rent Review,2026-02-01,2026-05-01,Pending,RTX,Assd PHA,Flat PB,Tenanted,Include,No,
418564036,a1G4J0000025zImUAI,"35 Gracefield Gardens, Streatham, London",Rent Review,2026-02-01,2026-06-01,Pending,AD5,Assd.Per,S/D House,Tenanted,Include,No,
127759001,a1G8d00000240UrEAI,"15 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2026-02-02,2026-06-02,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127825001,a1GNz000001fugnMAA,"41 Mandora Road, GU11 4FQ",Rent Review,2026-02-02,2026-05-02,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127322001,a1G4J0000025x7pUAA,"21 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2026-02-03,2026-05-03,Pending,SO3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127323001,a1G4J0000025xOPUAY,"19 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2026-02-03,2026-05-03,Pending,SO3,Aff Rent,End Terrace,Tenanted,Include,No,
127608002,a1G4J0000025xZ6UAI,"Flat 7 Chappell House, 1 McGrigor Mews, Alder",Rent Review,2026-02-03,2026-05-03,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127698005,a1G8d0000004j60EAA,"5 Page House, Waterlooville, PO7 3DY",Rent Review,2026-02-03,2026-05-03,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
113209001,a1G4J0000025w15UAA,"Avondale, Top Road, Bromsgrove, Worcestershir",Rent Review,2026-02-05,2026-05-05,Pending,RTX,Assd.Per,S/D House,Tenanted,Include,No,
127874008,a1GNz000005JzbBMAS,"8 Cox House, 2 Bunbury Close, GU11 4GB.",Rent Review,2026-02-09,2026-05-09,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127901001,a1GNz00000982U5MAI,"23 Macadam Way, Aldershot,  GU11 4FT",Rent Review,2026-02-09,2026-05-09,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127902001,a1GNz00000982XJMAY,"21 Macadam Way, Aldershot, GU11 4FT",Rent Review,2026-02-09,2026-05-09,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127903001,a1GNz00000982STMAY,"19 Macadam Way, Aldershot, GU11 4FT",Rent Review,2026-02-09,2026-05-09,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127904001,a1GNz00000982VhMAI,"17 Macadam Way, Aldershot, GU11 4FT",Rent Review,2026-02-09,2026-05-09,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127624001,a1G4J000004jwNgUAI,"14 Albuhera Road, Wellesley, Aldershot  GU11",Rent Review,2026-02-10,2026-05-10,Pending,GW2,Aff Rent,S/D House,Tenanted,Include,No,
122045004,a1G4J0000025wcxUAA,"4, Great Plant House, Woods Sq, Waterlooville",Rent Review,2026-02-12,2026-05-12,Pending,GW2,Gr Lets,Flat PB,Tenanted,Include,No,
127131002,a1G4J0000025xDWUAY,"2 Josephson House, Acland Street, Wellesley",Rent Review,2026-02-13,2026-05-13,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127286001,a1G4J0000025xHUUAY,"22 Tanner Street, Aldershot, GU11 4BQ",Rent Review,2026-02-13,2026-05-13,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127874005,a1GNz000005JzWLMA0,"5 Cox House, 2 Bunbury Close, GU11 4GB.",Rent Review,2026-02-14,2026-02-14,Pending,SO3,Sh Owner,Flat PB,Tenanted,Include,No,
127232001,a1G4J0000025xDZUAY,"19 Nash Close, Waterlooville, Hampshire, PO7",Rent Review,2026-02-15,2026-05-15,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127503001,a1G4J0000025xaqUAA,"8 Guthrie Way, Wellesley, Aldershot, GU11 4EL",Rent Review,2026-02-15,2026-06-15,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127536005,a1G4J0000025xJNUAY,"105 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-02-15,2026-05-15,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127608005,a1G4J0000025xbKUAQ,"Flat 4 Chappell House, 1 McGrigor Mews, Alder",Rent Review,2026-02-15,2026-05-15,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127350001,a1G4J0000025xLSUAY,"582 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2026-02-16,2026-05-16,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127493001,a1G4J0000025xapUAA,"12 Moore Drive, Wellesley, Hampshire GU11 4AZ",Rent Review,2026-02-16,2026-05-16,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127833001,a1GNz000001ydM6MAI,"36 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2026-02-16,2026-05-16,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127030001,a1G4J0000025x1AUAQ,"6, Rivers Street, Waterlooville, PO7  5FR",Rent Review,2026-02-17,2026-02-17,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127536002,a1G4J0000025xZnUAI,"102 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-02-18,2026-05-18,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
112575001,a1G4J0000025vkAUAQ,"44, Shakespeare Road, Walthamstow, London",Rent Review,2026-02-19,2026-05-19,Pending,SR1,Assd.Per,Mid Terrace,Tenanted,Include,No,
122510001,a1G4J0000025wn0UAA,"24, Buckland Road, Leyton, E10 6QS",Rent Review,2026-02-19,2026-05-19,Pending,SR1,Assd.Per,Mid Terrace,Tenanted,Include,No,
127210001,a1G4J0000025wvCUAQ,"6 Nash Close, Waterlooville, Hampshire, PO7",Rent Review,2026-02-19,2026-02-19,Pending,SO3,Aff Rent,End Terrace,Tenanted,Include,No,
114793001,a1G4J0000025wMNUAY,"41, Ellerslie Road, FF, London",Rent Review,2026-02-20,2026-06-20,Pending,SR1,Assd.Per,Flat PB,Tenanted,Include,No,
127314001,a1G4J0000025xNcUAI,"66 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2026-02-20,2026-05-20,Pending,GW2,Aff Rent,End Terrace,Tenanted,Include,No,
127663001,a1G8d0000004Y1iEAE,"56 Ainsworth Road, Waterlooville, PO7 3DY",Rent Review,2026-02-21,2026-06-21,Pending,SO3,Sh Owner,S/D House,Tenanted,Include,No,
127769001,a1G8d000002PZ0gEAG,"12 Nicholson Way, Waterlooville, PO7 3DN",Rent Review,2026-02-21,2026-06-21,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127785004,a1GNz000000wHoUMAU,12 Warrilow Hse 12 St Sebastians Way GU11 4FP,Rent Review,2026-02-21,2026-06-21,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127790001,a1GNz000001JcDtMAK,"93 Newlands Avenue, Waterlooville, PO7 3EA",Rent Review,2026-02-21,2026-06-21,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
115174001,a1G4J0000025wTxUAI,"13b, Oak Avenue, Hornsey, London",Rent Review,2026-02-23,2026-06-23,Pending,SR1,Assd.Per,Flat PB,Tenanted,Include,No,
127354001,a1G4J0000025xM6UAI,"587 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2026-02-24,2026-05-24,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127107001,a1G4J0000025x4EUAQ,"1 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2026-02-26,2026-05-26,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127536008,a1G4J0000025xcMUAQ,"202 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-02-26,2026-05-25,Pending,AG3,DMR ,Flat PB,Tenanted,Include,No,
103386001,a1G4J0000025thXUAQ,"16, Barkham Terrace, Southwark, London",Rent Review,2026-02-28,2026-06-29,Pending,AOX,Assd.Per,Flat PB,Tenanted,Include,No,
107359001,a1G4J0000025tZMUAY,"97, School Road, Stretford, Manchester",Rent Review,2026-02-28,2026-06-29,Pending,MKP,Assd.Per,Mid Terrace,Solic.Instrct,Include,No,
127183001,a1G4J0000025xIMUAY,"12 Jerome Street Wellesley, Aldershot GU11 4A",Rent Review,2026-02-28,2026-04-30,Pending,GW2,Aff Rent,S/D House,Tenanted,Include,No,
127257001,a1G4J0000025wUKUAY,"1 Newcome Hse, Wellesley, Aldershot, GU11 4BG",Rent Review,2026-02-28,2026-05-28,Pending,MM2,Aff Rent,Flat PB,For Let,Include,No,
127399001,a1G4J0000025xU8UAI,"7 Bruneval Drive, Wellesley, Aldershot, Hants",Rent Review,2026-02-28,2026-05-28,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127774001,a1GNz0000000zRhMAI,"18 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2026-02-28,2026-05-30,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127832001,a1GNz000001ygYTMAY,"38 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2026-02-28,2026-05-29,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
109055001,a1G4J0000025utBUAQ,"25 Greencroft, Front Street, Earsdon, Whitley",Rent Review,2026-03-01,2026-07-01,Pending,PJN,Assd.Per,Mid Terrace,For Sale,Include,No,
122708001,a1G4J0000025wyoUAA,"14, Allenby Road, Waterlooville, PO7 5FL",Rent Review,2026-03-01,2026-07-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127066002,a1G4J0000025xBfUAI,"2, De Nancy House, Waterlooville, Hampshire",Rent Review,2026-03-01,2026-06-01,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127264001,a1G4J0000025x6mUAA,"58, Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2026-03-01,2026-06-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127278001,a1G4J0000025xMsUAI,"50 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-03-01,2026-06-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127279001,a1G4J0000025x5uUAA,"52 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-03-01,2026-06-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127317001,a1G4J0000025xNWUAY,"29 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-03-01,2026-06-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127318001,a1G4J0000025x00UAA,"31 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-03-01,2026-06-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127319001,a1G4J0000025xNXUAY,"27 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2026-03-01,2026-06-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127320001,a1G4J0000025wwjUAA,"25 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2026-03-01,2026-06-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127346001,a1G4J0000025xIIUAY,"590 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2026-03-01,2026-06-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127662008,a1G8d0000004VDGEA2,"8 Collings House, Barfoot Close,  PO7 3DT",Rent Review,2026-03-01,2026-06-01,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
317373024,a1G4J00000262n8UAA,"Flat 4, Burden House, Thorncroft St, SW8 2BG",Rent Review,2026-03-01,2026-07-01,Pending,SW4,Assd.Per,Flat PB,Tenanted,Include,No,
317856001,a1G4J0000025z0VUAQ,"3, Spencer Road, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317881001,a1G4J0000025yrCUAQ,"47A, Spencer Road, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,DetBungalow,Tenanted,Include,No,
317882001,a1G4J0000025yU3UAI,"49, Spencer Road, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317902001,a1G4J0000025yyBUAQ,"80, Spencer Road, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,S/D House,Tenanted,Include,No,
317916001,a1G4J0000025zCqUAI,"79, Foxhole Road, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,End Terrace,Tenanted,Include,No,
317926001,a1G4J0000025z4LUAQ,"6, Gibson Drive, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,Mid Terrace,Tenanted,Include,No,
317929001,a1G4J0000025z8rUAA,"10, Gibson Drive, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,Mid Terrace,Tenanted,Include,No,
317930001,a1G4J0000025zDnUAI,"12, Gibson Drive, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,Mid Terrace,Tenanted,Include,No,
317960001,a1G4J0000025zLJUAY,"18, Gibson Road, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,End Terrace,Tenanted,Include,No,
317969001,a1G4J0000025zJnUAI,"30, Gibson Road, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,Mid Terrace,Tenanted,Include,No,
317984001,a1G4J0000025zJ8UAI,"74, Gibson Road, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,Mid Terrace,Tenanted,Include,No,
317987001,a1G4J0000025zDqUAI,"13, Hayes Court, Paignton, Devon",Rent Review,2026-03-01,2026-07-01,Pending,RTX,Assd PHA,Flat PB,Tenanted,Include,No,
127072001,a1G4J0000025xBaUAI,"15, Cavell Way, Waterlooville, PO7  5FQ",Rent Review,2026-03-02,2026-07-02,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127081001,a1G4J0000025wrSUAQ,"2 Sopwith Place, Waterlooville, Hampshire P07",Rent Review,2026-03-02,2026-07-02,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127331009,a1G4J0000025wl1UAA,"9 Smith House, Burke Place, Wellesley, Alders",Rent Review,2026-03-02,2026-07-02,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127450001,a1G4J0000025vQvUAI,"8 Bruneval Drive, Wellesley, Aldershot, Hants",Rent Review,2026-03-02,2026-06-02,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127474001,a1G4J0000025xBxUAI,"7 Birkbeck Close, Waterlooville, PO7 3DP",Rent Review,2026-03-03,2026-07-03,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127808001,a1GNz000000i5FJMAY,"20 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2026-03-03,2026-06-03,Pending,AG3,Sh Owner,End Terrace,Tenanted,Include,No,
127331001,a1G4J0000025xNJUAY,"1 Smith House, Burke Place, Wellesley, Alders",Rent Review,2026-03-04,2026-07-04,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127342001,a1G4J0000025xGxUAI,"17 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2026-03-04,2026-07-04,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127623001,a1G4J000004jwNlUAI,"1 Masterson Close, Wellesley, Aldershot  GU11",Rent Review,2026-03-04,2026-06-04,Pending,GW2,Aff Rent,S/D House,Tenanted,Include,No,
127355001,a1G4J0000025xQzUAI,"589 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2026-03-05,2026-07-05,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127382001,a1G4J0000025x8fUAA,"4 Tanner Street, Aldershot, Hampshire, GU11 4",Rent Review,2026-03-05,2026-06-05,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
106544001,a1G4J0000025uQeUAI,"52 Park Lane, Shifnal, Shropshire, TF11 9HD",Rent Review,2026-03-06,2026-07-06,Pending,MKP,Assd.Per,End Terrace,Tenanted,Include,No,
113923001,a1G4J0000025vrJUAQ,"83, Greenwich South Street, Greenwich, London",Rent Review,2026-03-06,2026-06-06,Pending,SR1,Assured,Mid Terrace,Tenanted,Include,No,
127151001,a1G4J0000025woxUAA,"4 Poppy Fields, Waterlooville, Hampshire, PO7",Rent Review,2026-03-06,2026-07-06,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127229019,a1G4J0000025xENUAY,"Flat19 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2026-03-06,2026-06-06,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127464004,a1G4J0000025xWxUAI,"80 Newlands Avenue, Waterlooville, PO7 3BX",Rent Review,2026-03-06,2026-06-06,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127137015,a1G4J0000025xGzUAI,"16 Owen House, Trenchard Close, Waterlooville",Rent Review,2026-03-07,2026-07-07,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127212001,a1G4J0000025wmdUAA,"10 Nash Close, Waterlooville, Hampshire, PO7",Rent Review,2026-03-07,2026-06-07,Pending,HP3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127764003,a1G8d00000240VVEAY,"3 Hugo Hse, Purkis Rd, Waterlooville, PO7 3DZ",Rent Review,2026-03-07,2026-06-07,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
122709001,a1G4J0000025wzWUAQ,"12, Allenby Road, Waterlooville, PO7 5FL",Rent Review,2026-03-08,2026-07-08,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127257007,a1G4J0000025xH7UAI,"8 Newcome Hse, Wellesley, Aldershot, GU11 4BH",Rent Review,2026-03-09,2026-06-09,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127331019,a1G4J0000025xLiUAI,"19 Smith House, Burke Place, Wellesley, Alder",Rent Review,2026-03-09,2026-07-09,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127766001,a1G8d000002PZ0WEAW,"6 Nicholson Way, Waterlooville, PO7 3DN",Rent Review,2026-03-09,2026-06-09,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127033004,a1G4J0000025wxNUAQ,"9 Cole House, Stuart Lane, Aldershot GU11 4AD",Rent Review,2026-03-10,2026-06-10,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127033005,a1G4J0000025xB1UAI,"11 Cole House Stuart Lane, Aldershot GU11 4AD",Rent Review,2026-03-10,2026-06-10,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127408010,a1G4J0000025x9MUAQ,"10 Ensor Hse, 17 Corunna Ave, Wellesley, Hant",Rent Review,2026-03-10,2026-07-10,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127611007,a1G4J0000025xVgUAI,"Flat 5 Cooper House, 2 McGrigor Mews, Aldersh",Rent Review,2026-03-10,2026-06-10,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127229010,a1G4J0000025xIxUAI,"Flat 10 Watermark Hse, Ledger Close, Kent ME1",Rent Review,2026-03-12,2026-06-12,Pending,HP3,Aff Rent,Flat PB,Tenanted,Include,No,
127850001,a1GNz000002WPbfMAG,"18 Hursley Road, Waterlooville, PO7 3EN",Rent Review,2026-03-12,2026-07-12,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127137018,a1G4J0000025xGGUAY,"19 Owen House, Trenchard Close, Waterlooville",Rent Review,2026-03-13,2026-07-13,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127408013,a1G4J0000025wqkUAA,"13 Ensor Hse, 17 Corunna Ave, Wellesley, Hant",Rent Review,2026-03-13,2026-07-13,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127666006,a1G8d0000004YneEAE,"6, Crocker Hse, 10 Dempsey Rd, Aldershot",Rent Review,2026-03-13,2026-06-13,Pending,SO3,Sh Owner,Flat PB,Tenanted,Include,No,
127344001,a1G4J0000025wzsUAA,"11 Rowe Rise, Waterlooville, PO7 3DF",Rent Review,2026-03-14,2026-06-14,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127860001,a1GNz000002uaZ7MAI,"28 Stanhope Mews, GU11 4FG",Rent Review,2026-03-14,2026-06-14,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127032001,a1G4J0000025xAmUAI,"10, Rivers Street, Waterlooville, PO7  5FR",Rent Review,2026-03-15,2026-07-15,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127464006,a1G4J0000025xTkUAI,"76 Newlands Avenue, Waterlooville, PO7 3BX",Rent Review,2026-03-15,2026-06-15,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127762001,a1G8d00000240V1EAI,"4 Stanhope Mews, Aldershot, Hampshire,  GU11",Rent Review,2026-03-15,2026-06-15,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127131005,a1G4J0000025x83UAA,"5 Josephson House, Acland Street, Wellesley",Rent Review,2026-03-16,2026-06-16,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127331018,a1G4J0000025xQQUAY,"18 Smith House, Burke Place, Wellesley, Alder",Rent Review,2026-03-16,2026-07-16,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127761001,a1G8d00000240VBEAY,"6 Stanhope Mews, Aldershot, Hampshire,  GU11",Rent Review,2026-03-16,2026-06-16,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127770001,a1G8d000002PYyWEAW,"14 Nicholson Way, Waterlooville, PO7 3DN",Rent Review,2026-03-16,2026-06-16,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
104558001,a1G4J0000025uHgUAI,"71, Clementina Road, Leyton, London",Rent Review,2026-03-17,2026-07-17,Pending,RJS,Assured,Flat PB,Tenanted,Include,No,
127634003,a1G4J000004PtEsUAK,"102 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2026-03-17,2026-06-17,Pending,GW2,Aff Rent,Flat PB,Tenanted,Include,No,
127856001,a1GNz000002uaajMAA,"36 Stanhope Mews, GU11 4FG",Rent Review,2026-03-17,2026-06-17,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127862001,a1GNz000002uafZMAQ,"24 Stanhope Mews, GU11 4FG",Rent Review,2026-03-17,2026-06-17,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
128013001,a1GNz00000Ag5VOMAZ,"39 Kent Road, Waterlooville, PO7 3EP",Rent Review,2026-03-17,2026-06-17,InProgress,AG3,Sh Owner,End Terrace,Tenanted,Include,No,
127137011,a1G4J0000025xGkUAI,"11 Owen House, Trenchard Close, Waterlooville",Rent Review,2026-03-18,2026-07-18,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127847001,a1GNz000002WPbeMAG,"4 Mullinger Close, Waterlooville, PO7 3EG",Rent Review,2026-03-18,2026-07-18,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127858001,a1GNz000002uZQAMA2,"32 Stanhope Mews, GU11 4FG",Rent Review,2026-03-18,2026-06-18,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127228001,a1G4J0000025xKrUAI,"3 Chestnut Avenue, Harrogate, HG1 4BQ",Rent Review,2026-03-19,2026-06-19,Pending,PJN,Assd.Per,Det House,Tenanted,Include,No,
127453001,a1G4J0000025wnXUAQ,"2 Bruneval Drive, Wellesley, Aldershot, Hants",Rent Review,2026-03-19,2026-06-19,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127764007,a1G8d00000240VpEAI,"8 Hugo Hse, Purkis Rd, Waterlooville, PO7 3DZ",Rent Review,2026-03-19,2026-06-19,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127834001,a1GNz000001ygdJMAQ,"3 Mullinger Close, Waterlooville, PO7 3EG",Rent Review,2026-03-19,2026-06-19,Pending,AG3,Sh Owner,End Terrace,Tenanted,Include,No,
127861001,a1GNz000002uadxMAA,"26 Stanhope Mews, GU11 4FG",Rent Review,2026-03-19,2026-06-19,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127137001,a1G4J0000025trLUAQ,"1 Owen House, Trenchard Close, Waterlooville,",Rent Review,2026-03-20,2026-07-20,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127137017,a1G4J0000025xEMUAY,"18 Owen House, Trenchard Close, Waterlooville",Rent Review,2026-03-20,2026-07-20,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
